DM_max_cosSim,DM_mean_cosSim,DBOW_max_cosSim,DBOW_mean_cosSim,DM_DBOW_max_cosSim,DM_DBOW_mean_cosSim,Annotation
0.16071,0.02419,0.63484,0.4809,0.61928,0.41124,correct_but_incomplete
0.10338,0.0506,0.04117,-0.01276,0.07281,0.01378,correct
0.0572,-0.00338,-0.00804,-0.00936,0.01948,-0.0,incorrect
0.89511,0.37336,0.74607,0.50084,0.66724,0.41214,correct_but_incomplete
0.17284,0.10215,0.55859,0.5081,0.49664,0.37058,correct
0.00696,-0.0311,0.4291,0.22521,0.26551,0.15187,correct
0.39067,0.27759,0.65282,0.5673,0.25823,0.1217,incorrect
0.06424,0.00055,0.44305,0.24872,0.27337,0.14193,incorrect
0.11569,-0.02091,0.64805,0.55628,0.07918,0.01494,correct_but_incomplete
0.15347,0.0547,0.68456,0.60996,0.49832,0.3673,correct
0.29256,0.0334,0.79486,0.60129,0.77021,0.54347,incorrect
0.18222,-0.03481,0.59857,0.3882,0.07433,-0.02859,incorrect
0.57749,0.09218,0.60108,0.437,0.5593,0.27165,incorrect
0.20157,0.00497,0.67021,0.4811,0.63953,0.39888,correct_but_incomplete
0.26719,0.04127,0.65083,0.43006,0.57107,0.32316,contradictory
0.12004,-0.06769,0.41421,0.29639,0.31597,0.16527,correct_but_incomplete
0.145,0.01098,0.00242,-0.06821,0.04905,-0.02361,correct
0.06718,-0.06421,0.42043,0.28692,0.38943,0.24679,correct_but_incomplete
0.09573,-0.1528,0.55956,0.3951,0.50917,0.30876,correct
0.18656,0.02428,0.66553,0.47284,0.55249,0.34909,correct_but_incomplete
0.28493,-0.00147,0.65698,0.50213,0.45396,0.19533,correct
0.27564,0.11015,0.79829,0.59198,0.63887,0.41571,correct_but_incomplete
0.01218,0.01218,0.72553,0.72553,0.07107,0.07107,incorrect
0.06518,0.01801,0.575,0.40701,0.3026,0.18775,correct_but_incomplete
0.03846,0.00454,0.03232,0.01222,0.02477,0.00231,correct
0.32548,0.09838,0.02587,-0.01554,0.08478,0.02536,correct
0.012,-0.03951,0.02404,-0.00769,0.0153,-0.02283,correct
0.14204,0.14204,0.04813,0.04813,0.00443,0.00443,correct
0.16783,0.12674,0.68618,0.58779,0.67824,0.57841,correct_but_incomplete
0.27872,-0.1023,0.07323,0.0382,0.12489,0.00228,contradictory
0.0471,-0.0597,0.44257,0.2164,0.32955,0.1355,contradictory
0.09961,0.07057,0.63765,0.31805,0.6352,0.23333,contradictory
0.16536,0.16536,0.57282,0.57282,0.38828,0.38828,correct
0.17616,0.04262,0.67654,0.50059,0.54235,0.38103,correct
0.31593,0.1369,0.7274,0.65315,0.61631,0.4063,incorrect
0.49801,0.11079,0.61405,0.41383,0.50069,0.31464,contradictory
0.63113,0.17229,0.79701,0.49658,0.6728,0.40877,correct_but_incomplete
0.21733,0.13328,0.47328,0.35694,0.44085,0.321,correct
0.17559,0.01011,0.53877,0.33174,0.4914,0.23993,correct
0.27094,0.20134,0.70464,0.51169,0.48564,0.3764,correct
0.05284,0.01274,0.50732,0.22778,0.49446,0.20952,incorrect
0.76606,0.30383,0.10965,0.0534,0.76577,0.18721,correct
0.3467,0.19826,0.64598,0.50012,0.54957,0.37558,correct
0.30031,0.12462,0.69751,0.5721,0.61944,0.34669,correct_but_incomplete
0.23056,0.06294,0.51074,0.43929,0.47039,0.38087,incorrect
-0.19382,-0.19382,0.50227,0.50227,0.45736,0.45736,correct
0.1759,0.04725,0.6363,0.5022,0.63426,0.41877,contradictory
0.45067,0.27914,0.57818,0.42034,0.56572,0.29643,correct
0.34521,0.18732,0.68069,0.57735,0.57944,0.45923,contradictory
0.28402,0.10883,0.63574,0.46892,0.483,0.31965,incorrect
0.11921,0.00748,0.43129,0.24776,0.30906,0.10772,correct
0.04354,0.04354,0.50858,0.50858,0.35289,0.35289,correct
0.36468,0.15229,0.49275,0.42864,0.49041,0.37232,correct_but_incomplete
0.90936,0.14456,0.59901,0.29894,0.52687,0.30531,correct
0.25632,0.06792,0.6903,0.40837,0.2495,0.11211,incorrect
0.06002,0.01798,0.33515,0.22915,0.27503,0.17796,correct
0.41979,0.1727,0.05769,0.04938,0.33035,0.14636,incorrect
0.28066,0.05988,0.34208,0.24268,0.19424,0.05701,contradictory
0.12533,0.03773,0.11273,0.02321,0.09721,0.01955,correct
0.09815,0.0649,0.60858,0.33557,0.60651,0.27798,incorrect
0.34611,0.01818,0.73067,0.45188,0.67144,0.31888,contradictory
0.66214,0.1664,0.75403,0.62379,0.75235,0.53936,correct_but_incomplete
0.16866,0.12462,0.7844,0.58624,0.64648,0.38588,correct
0.31223,0.10309,0.68047,0.33321,0.44678,0.22644,incorrect
0.0721,-0.01946,0.57813,0.34425,0.57476,0.34602,correct
0.02757,-0.05538,0.0407,-0.0312,0.03384,-0.03221,correct
0.10106,-0.01801,0.7629,0.60393,0.57342,0.38351,incorrect
0.40804,0.0431,0.12212,0.03201,0.39391,0.10766,correct_but_incomplete
-0.26812,-0.26812,0.39521,0.39521,0.13019,0.13019,incorrect
-0.09823,-0.26667,0.65254,0.53543,0.62972,0.41898,incorrect
0.04034,-0.05986,0.55187,0.25726,0.11334,0.05138,correct
0.62882,0.38553,0.4027,0.25927,0.47067,0.24795,correct
0.03537,0.01104,0.67975,0.56232,0.5659,0.45585,correct
0.32161,0.15335,0.62273,0.43229,0.56626,0.33373,contradictory
0.41445,0.0348,0.55634,0.35504,0.43986,0.233,contradictory
0.65498,0.18693,0.81115,0.51814,0.76428,0.43086,correct
0.53551,0.06306,0.64711,0.36408,0.58988,0.32375,incorrect
0.77053,0.2965,0.61511,0.3644,0.54897,0.30372,incorrect
0.25998,-0.06187,0.78865,0.52268,0.69818,0.38547,incorrect
0.32688,0.19787,0.4536,0.30943,0.38008,0.28212,correct
-0.06476,-0.19841,0.60997,0.16526,0.59469,0.18174,incorrect
0.19365,0.07758,0.41491,0.4101,0.21531,0.16568,correct
0.38599,0.17061,0.65771,0.60456,0.64776,0.46298,correct
0.28943,0.10705,0.57903,0.35898,0.51931,0.26286,correct
0.34107,0.12881,0.66642,0.48353,0.34228,0.14415,contradictory
0.01095,-0.01121,0.3135,0.27131,0.17823,0.16131,correct
0.10964,-0.00976,0.58009,0.31856,0.57595,0.23883,contradictory
0.08955,0.0076,0.63167,0.44359,0.52087,0.276,correct_but_incomplete
0.3582,0.11423,0.60754,0.38228,0.45084,0.27958,contradictory
0.29017,0.02272,0.76653,0.53589,0.73467,0.42505,contradictory
0.35025,0.19616,0.45927,0.43415,0.45866,0.3385,correct_but_incomplete
0.16174,0.04805,0.62594,0.54704,0.43633,0.36299,contradictory
0.12802,0.12203,0.66178,0.57518,0.62303,0.3388,correct
0.04604,0.00296,0.69031,0.60562,0.53376,0.47513,correct
0.05144,-0.20239,0.02523,-0.00358,0.00662,-0.12684,correct
-0.00157,-0.01076,0.82423,0.73679,0.71883,0.64189,incorrect
0.45065,0.236,0.70874,0.4991,0.6467,0.45307,correct_but_incomplete
0.13249,0.04954,0.66065,0.50252,0.63735,0.47915,contradictory
0.21191,0.06842,0.73855,0.46756,0.7303,0.41322,incorrect
0.4127,0.4127,0.57273,0.57273,0.51773,0.51773,correct_but_incomplete
0.33975,0.11377,0.45073,0.28143,0.35732,0.21069,contradictory
0.3485,0.07426,0.74209,0.44146,0.61152,0.40351,incorrect
0.06863,-0.09939,0.73709,0.5276,0.57962,0.33616,incorrect
0.75675,0.20945,0.62386,0.48409,0.723,0.32295,correct
0.03728,0.03728,0.63157,0.63157,0.1676,0.1676,correct_but_incomplete
0.03825,-0.0081,0.12283,0.04808,0.08797,0.03563,correct
-0.00326,-0.09578,0.49065,0.29004,0.33435,0.13405,incorrect
0.12481,0.05171,0.62741,0.51597,0.46709,0.41207,correct_but_incomplete
0.19659,0.07516,0.58515,0.49289,0.48484,0.35267,incorrect
0.13674,0.1002,0.74976,0.50591,0.38411,0.25778,correct_but_incomplete
0.99803,0.38542,0.66008,0.39355,0.79474,0.29007,correct_but_incomplete
0.0347,0.02184,-0.00821,-0.02252,-0.00127,-0.01342,correct
0.18592,0.15808,0.31066,0.25364,0.18512,0.13928,correct_but_incomplete
0.37023,0.37023,0.32035,0.32035,0.34006,0.34006,incorrect
0.16817,0.12854,0.69806,0.65972,0.4564,0.42178,incorrect
0.52233,0.36553,0.67713,0.55388,0.55755,0.43575,correct_but_incomplete
0.40112,0.20254,0.68232,0.4407,0.652,0.39684,incorrect
0.20603,0.02041,0.50681,0.29024,0.45735,0.25071,incorrect
0.86748,0.16454,0.65399,0.52217,0.60752,0.41568,correct
0.0773,0.00416,0.05915,0.03074,0.04958,0.0167,correct
0.32161,0.16794,0.56181,0.45098,0.32976,0.26927,correct
0.25352,0.12681,0.50632,0.25541,0.29735,0.17812,correct
0.02197,-0.00491,0.544,0.2151,0.22919,0.07475,incorrect
0.40149,0.26077,0.63546,0.27702,0.49533,0.29321,correct
0.07783,0.07783,0.45875,0.45875,0.31322,0.31322,incorrect
-0.11749,-0.11749,-0.11468,-0.11468,-0.11277,-0.11277,correct_but_incomplete
0.3542,0.20551,0.60458,0.45912,0.45223,0.34935,correct
0.29946,0.11823,0.55468,0.38008,0.4761,0.26697,correct
0.4429,0.08793,-0.00818,-0.02994,0.09175,0.01556,correct
0.60261,0.51112,0.01719,-0.00932,0.59929,0.4208,correct_but_incomplete
0.37639,0.05207,0.5819,0.40908,0.37443,0.2208,incorrect
0.81716,0.32222,0.69407,0.38762,0.67403,0.35425,correct
0.15549,0.0149,0.7101,0.4664,0.55667,0.34924,incorrect
0.33179,0.13624,0.55163,0.39645,0.41827,0.25327,incorrect
0.2175,0.04609,0.44883,0.25013,0.44868,0.23118,correct
0.51208,0.10483,0.63958,0.56638,0.61582,0.53273,correct
0.59586,0.12682,0.61186,0.33595,0.59124,0.28551,correct_but_incomplete
0.00308,-0.02808,-0.00471,-0.0077,-0.00201,-0.02227,correct_but_incomplete
0.29526,-0.001,0.61231,0.51564,0.45079,0.25321,incorrect
0.06343,0.03199,0.07431,0.01615,0.06162,0.0134,incorrect
0.21079,0.07163,0.84973,0.65701,0.84937,0.65391,correct
0.133,-0.03872,0.58515,0.42681,0.53292,0.3444,correct
0.37598,0.06748,0.597,0.46384,0.5902,0.44146,correct
0.61389,0.36954,0.68853,0.55178,0.4532,0.41704,correct
0.6134,0.42398,0.63933,0.49913,0.4318,0.36372,correct
-0.0696,-0.0696,0.63727,0.63727,0.58802,0.58802,incorrect
0.03403,0.0179,0.10079,0.02869,0.01982,0.01217,incorrect
0.24142,0.10318,0.64471,0.42902,0.57917,0.28709,correct
0.36223,0.14308,0.65971,0.46723,0.51032,0.4203,correct
0.46456,0.13458,0.73108,0.37055,0.62317,0.26881,correct
-0.04319,-0.07794,0.50277,0.39078,0.34047,0.19439,correct
0.14393,0.04132,0.399,0.32406,0.24847,0.14186,incorrect
0.23485,0.13837,0.58256,0.44107,0.37767,0.31197,incorrect
0.30301,0.04005,0.68421,0.51289,0.52508,0.31986,correct
0.14674,0.08354,0.55322,0.50368,0.55305,0.50292,correct_but_incomplete
0.2379,0.13828,0.71538,0.66817,0.59362,0.4628,contradictory
0.19686,0.1073,0.67713,0.61695,0.67207,0.51933,contradictory
0.30162,-0.01766,0.68466,0.54869,0.6426,0.45777,correct_but_incomplete
0.10975,0.0146,0.52471,0.27563,0.52133,0.26426,incorrect
0.10516,-0.01277,0.78305,0.56646,0.66187,0.41448,correct
0.2029,0.2029,0.67077,0.67077,0.66939,0.66939,correct
0.15077,-0.05059,0.55776,0.47106,0.53262,0.41729,correct
0.18317,0.0294,0.69182,0.58948,0.61444,0.45741,correct
0.10087,-0.0161,0.3927,0.2381,0.25946,0.12396,contradictory
0.147,0.04712,0.76516,0.61329,0.45364,0.40506,contradictory
0.21181,-0.0231,0.57974,0.42253,0.50325,0.32879,incorrect
0.03936,-0.21408,0.62073,0.47291,0.58604,0.30666,incorrect
0.36412,0.14007,0.77225,0.49157,0.6829,0.36964,correct_but_incomplete
0.27008,0.05744,0.80454,0.53819,0.64104,0.39025,correct_but_incomplete
0.07549,0.02442,0.09347,0.04801,0.05968,0.03427,contradictory
0.38464,0.05672,0.72771,0.49877,0.70645,0.37908,incorrect
0.09725,0.07479,0.44542,0.20713,0.09037,0.07616,correct_but_incomplete
0.02569,-0.01602,0.01734,-0.02927,0.01376,-0.01203,contradictory
0.0017,-0.01881,0.31083,0.13346,0.13899,0.06374,incorrect
0.02567,-0.01352,0.59375,0.4524,0.52823,0.30811,correct
-0.01682,-0.1034,0.71719,0.42832,0.57609,0.28739,correct_but_incomplete
0.17224,0.06052,0.65669,0.65086,0.65603,0.4477,correct_but_incomplete
0.02359,-0.01801,0.69456,0.34069,0.69368,0.34232,incorrect
0.49592,0.1904,0.56221,0.37683,0.4049,0.28952,correct
0.20805,0.09851,0.68262,0.42463,0.6748,0.38739,correct_but_incomplete
0.72717,0.15811,0.73993,0.6067,0.58947,0.36482,contradictory
-0.02391,-0.0601,0.33811,0.19936,0.33769,0.17894,correct
0.01551,-0.02788,0.62002,0.44526,0.61539,0.35177,correct
0.36518,0.1976,0.71559,0.59023,0.53968,0.34959,correct
0.12706,0.01399,0.06763,0.04296,0.05037,0.02813,correct
0.08976,-0.09788,0.5861,0.49687,0.42098,0.30866,incorrect
0.56251,0.28366,0.66079,0.52399,0.61419,0.45207,incorrect
0.01698,-0.05331,0.26909,0.08179,0.20341,0.06798,correct
0.07198,-0.18709,0.71032,0.52508,0.62602,0.44593,incorrect
0.07285,0.03977,0.69543,0.67219,0.69335,0.6703,incorrect
0.1908,0.0886,0.65546,0.46768,0.47418,0.34388,incorrect
0.05836,-0.05177,0.65635,0.52726,0.43564,0.33865,correct
0.34952,0.22224,0.57993,0.43382,0.44151,0.32178,correct_but_incomplete
0.10502,0.05996,0.65972,0.60533,0.60618,0.55493,correct
0.03467,-0.04411,0.75407,0.61744,0.70816,0.57796,correct_but_incomplete
0.14709,-0.04916,0.71561,0.57189,0.7076,0.4584,correct_but_incomplete
0.10973,-0.01952,0.62754,0.52496,0.51253,0.34131,correct
0.01491,-0.01892,0.60859,0.30986,0.60661,0.30437,correct_but_incomplete
0.00042,0.00042,0.54668,0.54668,0.52185,0.52185,correct
-0.02636,-0.05824,0.61988,0.50959,0.54457,0.41025,correct
0.42755,0.2786,0.59032,0.28405,0.20813,0.11139,correct
0.15134,0.07295,0.37445,0.2268,0.30793,0.17349,correct_but_incomplete
0.23175,0.15516,0.55919,0.40788,0.27518,0.18056,incorrect
0.34862,0.09862,0.45674,0.33154,0.45313,0.30751,incorrect
0.09388,0.05457,0.62991,0.46704,0.59523,0.4412,correct
0.19567,0.00444,0.65604,0.56088,0.58016,0.44224,contradictory
0.05648,0.05648,0.64767,0.64767,0.45673,0.45673,correct_but_incomplete
0.07757,0.03379,0.87181,0.54489,0.87047,0.44006,incorrect
-0.01572,-0.1626,0.73451,0.43914,0.37536,0.10345,correct_but_incomplete
0.08583,0.01173,0.08315,-0.00011,0.08446,0.00607,correct
0.14337,0.0766,0.49379,0.40915,0.44462,0.36614,incorrect
0.20029,-0.03712,0.76048,0.57982,0.58558,0.40204,incorrect
0.51035,0.27963,0.71679,0.56343,0.3463,0.24732,correct
0.24888,-0.03229,0.6563,0.23545,0.58704,0.18311,contradictory
0.87592,0.21264,0.6824,0.50107,0.61246,0.26972,correct
0.84822,0.32851,0.76919,0.34725,0.69431,0.21534,correct
0.46542,0.10227,0.80705,0.5326,0.4862,0.35132,correct
0.71229,0.2276,0.35765,0.18426,0.34826,0.20376,incorrect
0.09397,-0.00235,0.75353,0.63887,0.60904,0.51646,correct
-0.07117,-0.08991,0.78573,0.64728,0.61316,0.49378,incorrect
0.70526,0.46006,0.65979,0.51886,0.64295,0.48399,correct
0.21404,0.04611,0.80069,0.54578,0.71279,0.4309,incorrect
0.06953,-0.01295,0.39929,0.17841,0.25407,0.09792,incorrect
0.61035,0.26577,0.75571,0.60277,0.70508,0.44381,correct_but_incomplete
0.20438,0.14417,-0.02415,-0.06012,0.14445,0.05233,incorrect
0.25488,0.09774,0.81574,0.55782,0.27041,0.20359,correct
0.34447,0.1167,0.6055,0.44132,0.59032,0.43275,incorrect
0.06803,-0.03712,0.68376,0.43212,0.66902,0.35042,incorrect
0.35735,0.09204,0.5826,0.48236,0.35506,0.31468,correct
0.18231,0.07613,0.62704,0.27546,0.54567,0.28725,correct
0.07977,-0.03154,0.5949,0.52691,0.52685,0.45774,incorrect
0.19426,0.05036,0.63354,0.47456,0.58776,0.25541,incorrect
0.27073,0.13588,0.66367,0.6376,0.60081,0.58088,incorrect
0.29334,0.12263,0.67927,0.46754,0.46868,0.3191,incorrect
0.09501,-0.08035,0.6895,0.33236,0.15868,0.02174,incorrect
0.06599,-0.03545,0.62317,0.51007,0.62013,0.42672,correct
0.41053,0.15984,0.45775,0.2849,0.43818,0.28036,correct
0.03147,0.00386,0.69227,0.67386,0.03465,0.03326,incorrect
0.49856,0.17578,0.68082,0.44567,0.48511,0.30534,correct
0.06582,-0.00183,0.75792,0.64303,0.74096,0.60016,correct_but_incomplete
0.67515,0.18079,0.88103,0.54585,0.55177,0.20696,contradictory
0.59097,0.19832,0.70616,0.3352,0.50274,0.34885,correct_but_incomplete
0.18605,0.08282,0.56768,0.13538,0.54778,0.161,correct
0.22086,0.07891,0.50209,0.23269,0.36224,0.15617,incorrect
0.22975,0.1274,0.65811,0.58655,0.51526,0.44421,correct_but_incomplete
0.03253,-0.04478,0.55123,0.32065,0.45518,0.24413,incorrect
0.31326,0.25894,0.45504,0.3947,0.27077,0.25101,correct
0.20851,0.08012,0.62819,0.39494,0.57315,0.32974,contradictory
-0.05151,-0.05151,0.75238,0.75238,0.59747,0.59747,correct_but_incomplete
0.40885,0.05112,0.60834,0.39417,0.60228,0.39196,incorrect
0.06239,0.00814,0.67236,0.4383,0.48432,0.34101,correct
0.04378,-0.06844,0.62998,0.50423,0.59878,0.48981,correct
0.15174,0.02667,0.65352,0.605,0.63461,0.57636,correct
0.12567,0.05128,0.69776,0.51907,0.60633,0.35255,correct
0.27711,0.13831,0.49455,0.2376,0.23613,0.12547,correct
0.45413,0.28439,0.00088,-0.02312,0.24517,0.16201,correct_but_incomplete
0.05319,0.0323,0.57315,0.48172,0.41917,0.35733,contradictory
0.03278,0.02191,0.3683,0.20825,0.29165,0.16238,correct
0.22066,0.07202,0.68193,0.55504,0.68045,0.47378,contradictory
0.00718,-0.04926,0.67492,0.50218,0.45614,0.3469,correct_but_incomplete
0.00709,-0.075,0.69523,0.31059,0.56933,0.12391,correct
0.03461,-0.00578,0.36221,0.24013,0.26038,0.14141,correct_but_incomplete
0.14173,-0.03153,0.48061,0.35851,0.37537,0.25159,incorrect
0.0661,0.01677,0.77575,0.52888,0.67407,0.38894,incorrect
0.23746,0.05831,0.5144,0.3054,0.46565,0.2291,correct
0.25353,0.25353,0.81139,0.81139,0.30125,0.30125,correct_but_incomplete
0.18128,0.18128,-0.0262,-0.0262,0.14699,0.14699,incorrect
0.20986,0.04427,0.36589,0.16418,0.24466,0.1154,correct
0.42299,0.17068,0.44334,0.1851,0.44167,0.16377,correct
-0.02465,-0.02465,0.1947,0.1947,0.16502,0.16502,correct_but_incomplete
0.08679,-0.04551,0.59858,0.46822,0.59057,0.44898,contradictory
0.05551,0.04186,0.35613,0.34586,0.2685,0.2608,correct
0.00886,-0.0387,0.61368,0.22946,0.59087,0.20641,correct
0.30752,0.10706,0.64429,0.4945,0.42194,0.33598,incorrect
0.10552,0.01804,0.5287,0.48663,0.41224,0.38996,incorrect
0.23426,0.01863,0.70017,0.39294,0.50792,0.2283,contradictory
0.29419,0.29419,0.4434,0.4434,0.26202,0.26202,incorrect
0.1272,0.02512,0.6141,0.44071,0.56625,0.36349,correct
0.36018,-0.04139,0.72081,0.54426,0.69344,0.36662,correct
0.3132,0.0424,0.73462,0.63019,0.62361,0.48746,correct
0.01093,-0.0176,0.57518,0.5229,0.57353,0.52136,incorrect
0.25613,0.16244,0.44558,0.21932,0.34251,0.24488,correct
0.05828,-0.01928,0.74645,0.58862,0.74175,0.43296,contradictory
0.14557,0.09435,0.70706,0.53808,0.56807,0.42812,correct
0.25669,0.18029,0.63492,0.51532,0.45454,0.30897,correct
0.10236,-0.00323,0.72892,0.46289,0.72877,0.33528,incorrect
0.23162,0.11972,0.64261,0.30378,0.58972,0.28177,correct
0.91951,0.14839,-0.01739,-0.07342,-0.018,-0.04374,correct
0.05911,-0.08481,0.47388,0.27488,0.46588,0.18486,correct_but_incomplete
0.24839,-0.02493,0.68273,0.53373,0.58514,0.34835,contradictory
0.03838,-0.0228,0.57737,0.39111,0.46955,0.26046,incorrect
0.1677,0.03644,0.42564,0.22235,0.21703,0.12533,correct
0.2796,0.19047,0.85264,0.67926,0.3265,0.24283,correct
0.28654,0.05438,0.62905,0.46496,0.62807,0.44877,contradictory
0.58491,0.38406,0.64147,0.55219,0.53805,0.43186,correct
0.68153,0.15031,0.62211,0.29732,0.63958,0.24666,incorrect
0.55064,0.38991,0.07952,0.03744,0.52069,0.28802,correct_but_incomplete
-0.02392,-0.02392,0.36007,0.36007,0.29139,0.29139,correct
0.16871,0.16871,0.44935,0.44935,0.34828,0.34828,correct_but_incomplete
0.10349,-0.0324,0.0549,-0.02918,0.04059,-0.02169,correct
0.61248,0.25159,0.69799,0.48835,0.59779,0.37777,correct_but_incomplete
0.11759,0.097,0.36458,0.35823,0.26993,0.16764,incorrect
0.0245,0.0245,0.75394,0.75394,0.72357,0.72357,correct_but_incomplete
0.10102,-0.10854,0.67057,0.46249,0.4995,0.30313,incorrect
-0.12133,-0.19086,0.10954,0.0739,0.01563,-0.05032,correct_but_incomplete
0.19118,0.06656,0.63232,0.35506,0.3915,0.20833,correct
-0.05548,-0.21192,0.51925,0.43636,0.49131,0.30632,correct
0.22916,0.10944,0.75646,0.53364,0.65794,0.45254,incorrect
0.14696,0.05725,0.61778,0.52846,0.54822,0.42736,correct
0.35901,0.15496,0.5698,0.53188,0.46724,0.33531,correct
0.03801,0.02266,0.4692,0.26882,0.38809,0.19517,correct_but_incomplete
0.15752,0.11436,0.4274,0.22158,0.33652,0.18676,correct
0.12243,-0.1037,0.6177,0.44301,0.47689,0.33814,incorrect
0.30197,0.02682,0.76827,0.4175,0.72712,0.38171,correct_but_incomplete
0.80338,0.22824,0.85583,0.53761,0.83083,0.53315,correct
0.06944,0.02915,0.54225,0.47327,0.44858,0.39445,correct_but_incomplete
0.02798,-0.17456,0.67983,0.41724,0.58024,0.25542,correct_but_incomplete
0.16237,0.16237,0.52958,0.52958,0.22268,0.22268,correct_but_incomplete
0.34776,0.13756,0.73075,0.70564,0.60856,0.60278,contradictory
0.2207,0.03716,0.6504,0.57966,0.57416,0.42989,correct
0.18897,0.18897,0.27073,0.27073,0.22827,0.22827,correct
